Dia,Altas_nuevos_usuarios_activos_ab._anual_sin_ttp_dia,Altas_nuevos_usuarios_activos_ab._anual_con_ttp_dia,Altas_nuevos_usuarios_activos_ab._anual_total_dia,Usuarios_activos_ab._anual_sin_ttp_ acumulado_desde_inicio,Usuarios_activos_ab._anual_con_ttp_acumulado_desde_inicio,Usuarios_activos_ab._anual_total_acumulado_desde_inicio,Nuevos_usuarios_abono_1_dia,Nuevos_usuarios_abono_3_ dias,Nuevos_usuarios_abono_5_dias,Nuevos_usuarios_abono_ocas._total,Usuarios_abono_1_dia_acumulado_de_inicio,Usuarios_abono_3_dias_acumulado_de_inicio,Usuarios_abono_5_dias_acumulado_de_ inicio,Usuarios_abono_ocasional_total_de_inicio,Usos_bicis_abono_anual,Usos_bicis_abono_ocasional,Usos_bicis_total,Usos_abono_anual_acumulado,Usos_abono_ocasional_acumulado,Usos_total_acumulado_ desde_inicio,Horas_Totales_Usos_Bicicletas,Horas_Totales_Disponibilidad_Bicicletas_En_Anclajes,Total_Horas_Servicio_Bicicletas,Media_Bicicletas_Disponibles,tmed,prec,Dia_semana
21-12-15,4,11,15,30090,30398,60488,52,8,7,67,32430,2092,900,35422,8670,152,8822,3675682,78140,3753822,3625.5,44007.2,47632.7,1984.7,9.2,0,lun
22-12-15,14,13,27,30104,30411,60515,56,4,4,64,32486,2096,904,35486,9345,187,9532,3685027,78327,3763354,4056.87,42739.65,46796.52,1949.86,9.6,0,mar
23-12-15,27,19,46,30131,30430,60561,63,3,5,71,32549,2099,909,35557,8595,190,8785,3693622,78517,3772139,3762.9,42516.08,46278.98,1928.29,9.4,0,mié
24-12-15,2,7,9,30133,30437,60570,57,7,10,74,32606,2106,919,35631,4942,128,5070,3698564,78645,3777209,2407.17,44013.58,46420.75,1934.2,6.6,0,jue
25-12-15,17,41,58,30150,30478,60628,116,3,6,125,32722,2109,925,35756,3229,317,3546,3701793,78962,3780755,2148.75,44759.65,46908.4,1954.52,8,0,vie
26-12-15,18,19,37,30168,30497,60665,113,6,11,130,32835,2115,936,35886,4831,305,5136,3706624,79267,3785891,2666.3,44473.03,47139.33,1964.14,7.3,0,sáb
27-12-15,22,18,40,30190,30515,60705,118,4,9,131,32953,2119,945,36017,5268,319,5587,3711892,79586,3791478,2917.72,44205.6,47123.32,1963.47,9.4,0,dom
28-12-15,26,23,49,30216,30538,60754,64,10,6,80,33017,2129,951,36097,4701,168,4869,3716593,79754,3796347,2336.37,46912.3,49248.67,2052.03,10.2,3.3,lun
29-12-15,8,9,17,30224,30547,60771,70,12,3,85,33087,2141,954,36182,6205,193,6398,3722798,79947,3802745,2985.2,45917.73,48902.93,2037.62,8.1,0,mar
30-12-15,15,22,37,30239,30569,60808,72,15,2,89,33159,2156,956,36271,6758,219,6977,3729556,80166,3809722,3139.7,46067.73,49207.43,2050.31,8.6,0.5,mié
31-12-15,14,13,27,30253,30582,60835,105,10,4,119,33264,2166,960,36390,4696,255,4951,3734252,80421,3814673,2356.5,48382.05,50738.55,2114.11,10.7,0.1,jue
1-1-16,21,30,51,30274,30612,60886,124,14,4,142,33388,2180,964,36532,3369,289,3658,3737621,80710,3818331,2075.67,46371.02,48446.69,2018.61,11.3,3.2,vie
2-1-16,34,31,65,30308,30643,60951,128,8,2,138,33516,2188,966,36670,4739,298,5037,3742360,81008,3823368,2627.3,45289.78,47917.08,1996.55,8.2,0,sáb
3-1-16,27,20,47,30335,30663,60998,60,5,2,67,33576,2193,968,36737,3919,153,4072,3746279,81161,3827440,2174.65,45031.35,47206,1966.92,8.3,0.4,dom
4-1-16,29,27,56,30364,30690,61054,20,1,2,23,33596,2194,970,36760,4219,95,4314,3750498,81256,3831754,1852.4,45304.4,47156.8,1964.87,10.2,4.1,lun
5-1-16,38,41,79,30402,30731,61133,59,2,4,65,33655,2196,974,36825,6712,144,6856,3757210,81400,3838610,3095.53,46245.07,49340.6,2055.86,6.8,0,mar
6-1-16,19,11,30,30421,30742,61163,37,2,0,39,33692,2198,974,36864,3574,79,3653,3760784,81479,3842263,1922.03,46866.68,48788.71,2032.86,5.2,0.3,mié
7-1-16,29,29,58,30450,30771,61221,35,5,0,40,33727,2203,974,36904,6643,84,6727,3767427,81563,3848990,2683.82,46784.78,49468.6,2061.19,11.6,0.5,jue
8-1-16,31,15,46,30481,30786,61267,35,3,0,38,33762,2206,974,36942,6621,89,6710,3774048,81652,3855700,2792.17,46615.65,49407.82,2058.66,11.6,6,vie
9-1-16,39,52,91,30520,30838,61358,58,1,2,61,33820,2207,976,37003,6132,126,6258,3780180,81778,3861958,2822.3,46712,49534.3,2063.93,9.8,0.2,sáb
10-1-16,19,15,34,30539,30853,61392,28,0,0,28,33848,2207,976,37031,3233,40,3273,3783413,81818,3865231,1611.23,47258.02,48869.25,2036.22,10.2,12,dom
11-1-16,7,18,25,30546,30871,61417,14,6,0,20,33862,2213,976,37051,5910,40,5950,3789323,81858,3871181,2290.87,47777.98,50068.85,2086.2,8.2,0.4,lun
12-1-16,26,36,62,30572,30907,61479,24,7,2,33,33886,2220,978,37084,7710,52,7762,3797033,81910,3878943,3237.1,47498.68,50735.78,2113.99,6.8,0,mar
13-1-16,30,20,50,30602,30927,61529,27,3,0,30,33913,2223,978,37114,8069,58,8127,3805102,81968,3887070,3079.4,48160.17,51239.57,2134.98,5.8,0,mié
14-1-16,16,17,33,30618,30944,61562,3,2,1,6,33916,2225,979,37120,5378,23,5401,3810480,81991,3892471,2205.77,49097.73,51303.5,2137.65,6.2,2.1,jue
15-1-16,26,54,80,30644,30998,61642,21,3,0,24,33937,2228,979,37144,8043,41,8084,3818523,82032,3900555,3137.6,48223.05,51360.65,2140.03,6.8,0,vie
16-1-16,42,54,96,30686,31052,61738,134,8,1,143,34071,2236,980,37287,7218,224,7442,3825741,82256,3907997,3105.53,47187.06,50292.59,2095.52,4.4,0,sáb
17-1-16,37,49,86,30723,31101,61824,65,6,5,76,34136,2242,985,37363,5755,161,5916,3831496,82417,3913913,2549.33,46346.41,48895.74,2037.32,3,0,dom
18-1-16,27,42,69,30750,31143,61893,9,1,0,10,34145,2243,985,37373,7002,51,7053,3838498,82468,3920966,2762.95,47416.1,50179.05,2090.79,6,0,lun
19-1-16,-47,-66,-113,30703,31077,61780,18,2,0,20,34163,2245,985,37393,7669,44,7713,3846167,82512,3928679,2914.52,46339.61,49254.13,2052.26,5.8,0,mar
20-1-16,14,24,38,30717,31101,61818,8,3,0,11,34171,2248,985,37404,7881,47,7928,3854048,82559,3936607,2945.15,46691.97,49637.12,2068.21,5.4,0,mié
21-1-16,12,18,30,30729,31119,61848,21,2,1,24,34192,2250,986,37428,7960,42,8002,3862008,82601,3944609,3000.23,46397.95,49398.18,2058.26,6.8,0,jue
22-1-16,20,13,33,30749,31132,61881,22,6,2,30,34214,2256,988,37458,7674,54,7728,3869682,82655,3952337,2913.7,45758.3,48672,2028,8.6,0.8,vie
23-1-16,54,51,105,30803,31183,61986,195,8,2,205,34409,2264,990,37663,8214,327,8541,3877896,82982,3960878,3716.35,44486.98,48203.33,2008.47,12.2,0,sáb
24-1-16,71,63,134,30874,31246,62120,219,6,0,225,34628,2270,990,37888,8189,401,8590,3886085,83383,3969468,4034.03,42738.33,46772.36,1948.85,12.8,0,dom
25-1-16,27,30,57,30901,31276,62177,38,2,1,41,34666,2272,991,37929,8115,100,8215,3894200,83483,3977683,3072.85,45449.79,48522.64,2021.78,12.2,0,lun
26-1-16,35,43,78,30936,31319,62255,32,2,3,37,34698,2274,994,37966,8852,103,8955,3903052,83586,3986638,3263.32,45551.15,48814.47,2033.94,10.7,0,mar
27-1-16,26,31,57,30962,31350,62312,24,3,1,28,34722,2277,995,37994,8284,65,8349,3911336,83651,3994987,2964.75,46114.55,49079.3,2044.97,8.6,0,mié
28-1-16,27,19,46,30989,31369,62358,21,2,0,23,34743,2279,995,38017,6189,31,6220,3917525,83682,4001207,2319.42,47058.48,49377.9,2057.41,8.5,3.7,jue
29-1-16,31,46,77,31020,31415,62435,28,3,4,35,34771,2282,999,38052,7609,52,7661,3925134,83734,4008868,2893.37,47374.63,50268,2094.5,8.6,0.5,vie
30-1-16,49,58,107,31069,31473,62542,143,5,4,152,34914,2287,1003,38204,7832,233,8065,3932966,83967,4016933,3358.77,47239.01,50597.78,2108.24,8.6,0,sáb
31-1-16,59,71,130,31128,31544,62672,236,4,8,248,35150,2291,1011,38452,7424,402,7826,3940390,84369,4024759,3486.47,44697.17,48183.64,2007.65,10.9,0,dom
1-2-16,21,46,67,31149,31590,62739,46,8,2,56,35196,2299,1013,38508,8451,139,8590,3948841,84508,4033349,3166.52,46143.3,49309.82,2054.58,10.4,0,lun
2-2-16,23,26,49,31172,31616,62788,42,4,0,46,35238,2303,1013,38554,8741,115,8856,3957582,84623,4042205,3205.12,47342.48,50547.6,2106.15,10,0,mar
3-2-16,27,42,69,31199,31658,62857,32,1,1,34,35270,2304,1014,38588,9214,68,9282,3966796,84691,4051487,3345.92,47361.73,50707.65,2112.82,10,0,mié
4-2-16,19,36,55,31218,31694,62912,27,3,0,30,35297,2307,1014,38618,8992,53,9045,3975788,84744,4060532,3308.62,48712.85,52021.47,2167.56,7.4,0,jue
5-2-16,19,58,77,31237,31752,62989,49,6,3,58,35346,2313,1017,38676,9145,95,9240,3984933,84839,4069772,3552.05,48394,51946.05,2164.42,7,0,vie
6-2-16,28,51,79,31265,31803,63068,110,6,3,119,35456,2319,1020,38795,6781,202,6983,3991714,85041,4076755,2921.25,48129,51050.25,2127.09,7,13.8,sáb
7-2-16,21,28,49,31286,31831,63117,125,3,1,129,35581,2322,1021,38924,5337,209,5546,3997051,85250,4082301,2437.65,45749.93,48187.58,2007.82,7.2,0,dom
8-2-16,13,33,46,31299,31864,63163,37,2,0,39,35618,2324,1021,38963,7387,73,7460,4004438,85323,4089761,2713.5,47257.23,49970.73,2082.11,8.8,0,lun
9-2-16,8,25,33,31307,31889,63196,30,0,0,30,35648,2324,1021,38993,7429,63,7492,4011867,85386,4097253,2599.63,47896.55,50496.18,2104.01,10.6,0.6,mar
10-2-16,20,30,50,31327,31919,63246,19,1,1,21,35667,2325,1022,39014,8634,38,8672,4020501,85424,4105925,3005.9,48512.51,51518.41,2146.6,11.4,0,mié
11-2-16,25,8,33,31352,31927,63279,15,3,1,19,35682,2328,1023,39033,7491,24,7515,4027992,85448,4113440,2619.58,48969.13,51588.71,2149.53,13.4,2.8,jue
12-2-16,7,16,23,31359,31943,63302,16,2,0,18,35698,2330,1023,39051,5129,30,5159,4033121,85478,4118599,2113.32,51122.93,53236.25,2218.18,11.2,6.2,vie
13-2-16,26,23,49,31385,31966,63351,86,5,2,93,35784,2335,1025,39144,5180,133,5313,4038301,85611,4123912,2228.82,51033.28,53262.1,2219.25,12.7,2.3,sáb
14-2-16,14,5,19,31399,31971,63370,40,3,1,44,35824,2338,1026,39188,4131,88,4219,4042432,85699,4128131,1822.3,47224.76,49047.06,2043.63,8.2,2.4,dom
15-2-16,12,18,30,31411,31989,63400,25,3,0,28,35849,2341,1026,39216,6740,49,6789,4049172,85748,4134920,2437.52,49442.32,51879.84,2161.66,6.8,0,lun
16-2-16,-5,1,-4,31406,31990,63396,18,0,0,18,35867,2341,1026,39234,7308,46,7354,4056480,85794,4142274,2591.83,49783.65,52375.48,2182.31,4.6,0,mar
17-2-16,4,16,20,31410,32006,63416,18,1,1,20,35885,2342,1027,39254,7468,39,7507,4063948,85833,4149781,2807.87,51766.41,54574.28,2273.93,3,2.2,mié
18-2-16,11,9,20,31421,32015,63436,10,1,1,12,35895,2343,1028,39266,6715,24,6739,4070663,85857,4156520,2389.78,54270.08,56659.86,2360.83,6.8,1.7,jue
19-2-16,13,26,39,31434,32041,63475,53,10,0,63,35948,2353,1028,39329,8267,120,8387,4078930,85977,4164907,3249.15,50861.98,54111.13,2254.63,6.2,0,vie
20-2-16,35,53,88,31469,32094,63563,159,7,3,169,36107,2360,1031,39498,7314,325,7639,4086244,86302,4172546,3350.82,48759,52109.82,2171.24,7.8,0,sáb
21-2-16,28,43,71,31497,32137,63634,136,3,3,142,36243,2363,1034,39640,6678,298,6976,4092922,86600,4179522,3122.87,44108.52,47231.39,1967.97,9,0,dom
22-2-16,14,12,26,31511,32149,63660,39,2,3,44,36282,2365,1037,39684,7883,98,7981,4100805,86698,4187503,2912.58,46801.85,49714.43,2071.43,10.1,0,lun
23-2-16,14,22,36,31525,32171,63696,52,2,2,56,36334,2367,1039,39740,8821,108,8929,4109626,86806,4196432,3397.23,48653.52,52050.75,2168.78,10,0,mar
24-2-16,10,12,22,31535,32183,63718,6,1,2,9,36340,2368,1041,39749,6959,34,6993,4116585,86840,4203425,2576.3,49665.85,52242.15,2176.76,7.4,1.5,mié
25-2-16,20,13,33,31555,32196,63751,34,4,1,39,36374,2372,1042,39788,8496,89,8585,4125081,86929,4212010,3063.6,49345.03,52408.63,2183.69,8.7,0,jue
26-2-16,3,3,6,31558,32199,63757,7,1,0,8,36381,2373,1042,39796,4576,22,4598,4129657,86951,4216608,1704.28,51353.21,53057.49,2210.73,5.8,5.8,vie
27-2-16,26,15,41,31584,32214,63798,82,2,1,85,36463,2375,1043,39881,5636,147,5783,4135293,87098,4222391,2218.9,50332.83,52551.73,2189.66,5.4,0,sáb
28-2-16,18,16,34,31602,32230,63832,68,5,4,77,36531,2380,1047,39958,5276,122,5398,4140569,87220,4227789,2082.9,48908.31,50991.21,2124.63,7.7,0,dom
29-2-16,8,16,24,31610,32246,63856,59,4,1,64,36590,2384,1048,40022,7716,132,7848,4148285,87352,4235637,2758.92,47932.35,50691.27,2112.14,8.2,0,lun
1-3-16,21,24,45,31631,32270,63901,40,2,0,42,36630,2386,1048,40064,8496,103,8599,4156781,87455,4244236,3082.42,48359.08,51441.5,2143.4,9.1,0,mar
2-3-16,17,30,47,31648,32300,63948,31,2,2,35,36661,2388,1050,40099,9229,86,9315,4166010,87541,4253551,3368.52,48186.83,51555.35,2148.14,11.3,0,mié
3-3-16,19,24,43,31667,32324,63991,30,3,0,33,36691,2391,1050,40132,9352,80,9432,4175362,87621,4262983,3368.95,48730.82,52099.77,2170.82,10.2,0,jue
4-3-16,14,33,47,31681,32357,64038,57,4,2,63,36748,2395,1052,40195,8423,130,8553,4183785,87751,4271536,3268.28,48783.95,52052.23,2168.84,9.8,1.5,vie
5-3-16,27,18,45,31708,32375,64083,85,3,1,89,36833,2398,1053,40284,6171,148,6319,4189956,87899,4277855,2555.23,49520.21,52075.44,2169.81,6.8,#N/A,sáb
6-3-16,19,35,54,31727,32410,64137,152,0,2,154,36985,2398,1055,40438,5793,272,6065,4195749,88171,4283920,2675.23,49037.38,51712.61,2154.69,6.6,1.1,dom
7-3-16,24,25,49,31751,32435,64186,29,3,2,34,37014,2401,1057,40472,6226,80,6306,4201975,88251,4290226,2260.2,48514.61,50774.81,2115.62,7,0.5,lun
8-3-16,17,4,21,31768,32439,64207,31,4,2,37,37045,2405,1059,40509,8027,69,8096,4210002,88320,4298322,2762.62,49402.28,52164.9,2173.54,7.4,0,mar
9-3-16,2,-5,-3,31770,32434,64204,26,2,2,30,37071,2407,1061,40539,8058,65,8123,4218060,88385,4306445,2786.53,49204.16,51990.69,2166.28,8.8,0,mié
10-3-16,7,24,31,31777,32458,64235,22,4,0,26,37093,2411,1061,40565,8448,66,8514,4226508,88451,4314959,2872.67,48672.98,51545.65,2147.74,7.2,0,jue
11-3-16,-4,17,13,31773,32475,64248,61,11,1,73,37154,2422,1062,40638,8943,121,9064,4235451,88572,4324023,3185.18,49309.75,52494.93,2187.29,9,0,vie
12-3-16,7,39,46,31780,32514,64294,179,8,1,188,37333,2430,1063,40826,7466,370,7836,4242917,88942,4331859,3304.72,49982.98,53287.7,2220.32,7.6,0,sáb
13-3-16,29,44,73,31809,32558,64367,204,9,1,214,37537,2439,1064,41040,6989,387,7376,4249906,89329,4339235,3265.28,48721.06,51986.34,2166.1,9,0,dom
14-3-16,12,15,27,31821,32573,64394,41,2,0,43,37578,2441,1064,41083,7819,98,7917,4257725,89427,4347152,2839.38,48481,51320.38,2138.35,7.8,0,lun
15-3-16,3,-2,1,31824,32571,64395,31,2,1,34,37609,2443,1065,41117,8757,63,8820,4266482,89490,4355972,2996.77,49020,52016.77,2167.37,9,0,mar
16-3-16,-5,15,10,31819,32586,64405,34,4,2,40,37643,2447,1067,41157,9367,81,9448,4275849,89571,4365420,3245.57,48503.01,51748.58,2156.19,9.6,0,mié
17-3-16,2,12,14,31821,32598,64419,40,4,5,49,37683,2451,1072,41206,9640,124,9764,4285489,89695,4375184,3167.35,48593.18,51760.53,2156.69,10.6,0,jue
18-3-16,8,29,37,31829,32627,64456,56,5,5,66,37739,2456,1077,41272,7918,135,8053,4293407,89830,4383237,2623.88,48814.6,51438.48,2143.27,9.3,18.4,vie
19-3-16,10,2,12,31839,32629,64468,52,4,2,58,37791,2460,1079,41330,4456,104,4560,4297863,89934,4387797,1717.58,50538.5,52256.08,2177.34,9.8,0.2,sáb
20-3-16,26,-7,19,31865,32622,64487,128,11,0,139,37919,2471,1079,41469,4704,226,4930,4302567,90160,4392727,1908.58,49435.61,51344.19,2139.34,9.1,0.1,dom
21-3-16,10,2,12,31875,32624,64499,41,0,2,43,37960,2471,1081,41512,4085,108,4193,4306652,90268,4396920,1442.63,48041.86,49484.49,2061.85,10,19.8,lun
22-3-16,-18,1,-17,31857,32625,64482,74,1,2,77,38034,2472,1083,41589,6274,106,6380,4312926,90374,4403300,2068.52,49898.21,51966.73,2165.28,10.1,0.1,mar
23-3-16,1,18,19,31858,32643,64501,78,2,3,83,38112,2474,1086,41672,6111,143,6254,4319037,90517,4409554,2024.85,49351.08,51375.93,2140.66,9.2,0,mié
24-3-16,26,21,47,31884,32664,64548,202,19,11,232,38314,2493,1097,41904,4115,330,4445,4323152,90847,4413999,1911.35,49391.31,51302.66,2137.61,11,0,jue
25-3-16,22,16,38,31906,32680,64586,157,21,5,183,38471,2514,1102,42087,3565,377,3942,4326717,91224,4417941,1648.98,49792.23,51441.21,2143.38,11,0,vie
26-3-16,13,36,49,31919,32716,64635,195,22,3,220,38666,2536,1105,42307,4063,437,4500,4330780,91661,4422441,1803.72,49166.32,50970.04,2123.75,10.9,0.5,sáb
27-3-16,19,27,46,31938,32743,64681,167,9,2,178,38833,2545,1107,42485,4484,394,4878,4335264,92055,4427319,1954.95,47742.45,49697.4,2070.73,11.6,0,dom
28-3-16,18,26,44,31956,32769,64725,48,1,3,52,38881,2546,1110,42537,6427,150,6577,4341691,92205,4433896,2003.75,46959.6,48963.35,2040.14,11,#N/A,lun
29-3-16,30,15,45,31986,32784,64770,49,2,6,57,38930,2548,1116,42594,8496,139,8635,4350187,92344,4442531,2502.5,47709.02,50211.52,2092.15,13.8,0,mar
30-3-16,12,46,58,31998,32830,64828,67,15,0,82,38997,2563,1116,42676,9752,184,9936,4359939,92528,4452467,3039.68,48038.18,51077.86,2128.24,15.2,0.5,mié
31-3-16,22,31,53,32020,32861,64881,34,2,0,36,39031,2565,1116,42712,8675,95,8770,4368614,92623,4461237,2538.75,48880.28,51419.03,2142.46,8.8,0,jue
1-4-16,28,39,67,32048,32900,64948,48,6,0,54,39079,2571,1116,42766,9409,93,9502,4378023,92716,4470739,2908.2,48646.2,51554.4,2148.1,9.4,0,vie
2-4-16,38,60,98,32086,32960,65046,197,13,4,214,39276,2584,1120,42980,8228,354,8582,4386251,93070,4479321,3131.93,48245.7,51377.63,2140.73,10.3,0,sáb
3-4-16,18,29,47,32104,32989,65093,81,1,0,82,39357,2585,1120,43062,5656,190,5846,4391907,93260,4485167,1891.78,48060.31,49952.09,2081.34,11.4,6.6,dom
4-4-16,-1,5,4,32103,32994,65097,3,0,0,3,39360,2585,1120,43065,2164,8,2172,4394071,93268,4487339,759.88,48222.43,48982.31,2040.93,8.2,13.2,lun
5-4-16,-4,6,2,32099,33000,65099,64,4,1,69,39424,2589,1121,43134,8928,123,9051,4402999,93391,4496390,2618.15,48122.25,50740.4,2114.18,11.5,0,mar
6-4-16,11,15,26,32110,33015,65125,35,10,6,51,39459,2599,1127,43185,9910,88,9998,4412909,93479,4506388,2988.48,47610.8,50599.28,2108.3,13,0,mié
7-4-16,11,25,36,32121,33040,65161,50,4,6,60,39509,2603,1133,43245,10551,132,10683,4423460,93611,4517071,3250.88,47652.97,50903.85,2120.99,13.6,0,jue
8-4-16,15,21,36,32136,33061,65197,76,6,4,86,39585,2609,1137,43331,9941,177,10118,4433401,93788,4527189,3141.62,47263.5,50405.12,2100.21,9.8,0,vie
9-4-16,50,46,96,32186,33107,65293,260,8,0,268,39845,2617,1137,43599,8593,434,9027,4441994,94222,4536216,3242.23,47998.16,51240.39,2135.02,12,0,sáb
10-4-16,14,8,22,32200,33115,65315,69,7,1,77,39914,2624,1138,43676,5373,152,5525,4447367,94374,4541741,1854.32,48803.4,50657.72,2110.74,10,1.9,dom
11-4-16,5,-5,0,32205,33110,65315,28,2,1,31,39942,2626,1139,43707,4838,60,4898,4452205,94434,4546639,1432.77,47788.56,49221.33,2050.89,9.2,5.8,lun
12-4-16,-6,-12,-18,32199,33098,65297,21,0,2,23,39963,2626,1141,43730,4193,40,4233,4456398,94474,4550872,1233.47,50173.13,51406.6,2141.94,10,11.8,mar
13-4-16,2,13,15,32201,33111,65312,45,1,2,48,40008,2627,1143,43778,8921,90,9011,4465319,94564,4559883,2586.12,48473.57,51059.69,2127.49,11.4,0,mié
14-4-16,13,1,14,32214,33112,65326,57,2,1,60,40065,2629,1144,43838,9814,102,9916,4475133,94666,4569799,3015.05,47735.35,50750.4,2114.6,13.4,0,jue
15-4-16,11,5,16,32225,33117,65342,87,8,2,97,40152,2637,1146,43935,9310,188,9498,4484443,94854,4579297,2921.75,47647.18,50568.93,2107.04,13.8,1.8,vie
16-4-16,-5,0,-5,32220,33117,65337,28,5,0,33,40180,2642,1146,43968,4033,61,4094,4488476,94915,4583391,1361.1,49200.12,50561.22,2106.72,11.8,14.7,sáb
17-4-16,45,50,95,32265,33167,65432,279,3,1,283,40459,2645,1147,44251,7784,487,8271,4496260,95402,4591662,3246.38,45820.41,49066.79,2044.45,12.2,0,dom
18-4-16,6,19,25,32271,33186,65457,77,3,5,85,40536,2648,1152,44336,9486,247,9733,4505746,95649,4601395,2985.52,45163.48,48149,2006.21,14.6,0,lun
19-4-16,-5,-17,-22,32266,33169,65435,14,1,2,17,40550,2649,1154,44353,5465,43,5508,4511211,95692,4606903,1579.82,47242,48821.82,2034.24,12.5,27.8,mar
20-4-16,8,-20,-12,32274,33149,65423,10,2,2,14,40560,2651,1156,44367,5336,30,5366,4516547,95722,4612269,1668.45,47006.67,48675.12,2028.13,10.4,2.6,mié
21-4-16,9,12,21,32283,33161,65444,77,3,2,82,40637,2654,1158,44449,9379,144,9523,4525926,95866,4621792,2904.23,46184.3,49088.53,2045.36,12.8,1,jue
22-4-16,13,6,19,32296,33167,65463,79,7,4,90,40716,2661,1162,44539,9275,169,9444,4535201,96035,4631236,2817.93,46552.18,49370.11,2057.09,13.6,0,vie
23-4-16,23,30,53,32319,33197,65516,148,13,1,162,40864,2674,1163,44701,7196,292,7488,4542397,96327,4638724,2459.8,46140.23,48600.03,2025,13.8,3.9,sáb
24-4-16,41,62,103,32360,33259,65619,246,9,1,256,41110,2683,1164,44957,8467,553,9020,4550864,96880,4647744,3377.62,42594.33,45971.95,1915.5,12.8,0,dom
25-4-16,15,35,50,32375,33294,65669,65,5,1,71,41175,2688,1165,45028,9371,157,9528,4560235,97037,4657272,2990.43,45765.05,48755.48,2031.48,13.2,0,lun
26-4-16,20,11,31,32395,33305,65700,34,11,1,46,41209,2699,1166,45074,10348,104,10452,4570583,97141,4667724,3181.92,46713.18,49895.1,2078.96,15,0,mar
27-4-16,7,22,29,32402,33327,65729,54,8,0,62,41263,2707,1166,45136,10338,128,10466,4580921,97269,4678190,3074.38,46514.58,49588.96,2066.21,16.3,1.1,mié
28-4-16,0,8,8,32402,33335,65737,50,6,3,59,41313,2713,1169,45195,9873,142,10015,4590794,97411,4688205,3009.25,46483.77,49493.02,2062.21,14.5,#N/A,jue
29-4-16,1,22,23,32403,33357,65760,81,15,1,97,41394,2728,1170,45292,9532,221,9753,4600326,97632,4697958,3026.72,45935.75,48962.47,2040.1,14.8,1,vie
30-4-16,24,36,60,32427,33393,65820,234,32,6,272,41628,2760,1176,45564,6957,511,7468,4607283,98143,4705426,2956.97,45355.68,48312.65,2013.03,14.1,0,sáb
1-5-16,32,31,63,32459,33424,65883,262,20,3,285,41890,2780,1179,45849,5878,536,6414,4613161,98679,4711840,2646.77,44579.71,47226.48,1967.77,11.2,0,dom
2-5-16,50,13,63,32509,33437,65946,267,8,3,278,42157,2788,1182,46127,6703,525,7228,4619864,99204,4719068,3122.82,42571.81,45694.63,1903.94,14.3,0,lun
3-5-16,14,5,19,32523,33442,65965,76,6,6,88,42233,2794,1188,46215,10253,200,10453,4630117,99404,4729521,3198.65,44776.11,47974.76,1998.95,18.6,0,mar
4-5-16,21,33,54,32544,33475,66019,86,15,3,104,42319,2809,1191,46319,11535,185,11720,4641652,99589,4741241,3655.1,45006.93,48662.03,2027.58,20.2,0,mié
5-5-16,9,32,41,32553,33507,66060,69,6,1,76,42388,2815,1192,46395,9852,190,10042,4651504,99779,4751283,3002.32,46184.05,49186.37,2049.43,17.6,1.2,jue
6-5-16,15,1,16,32568,33508,66076,40,8,0,48,42428,2823,1192,46443,7185,107,7292,4658689,99886,4758575,2159.82,48847.76,51007.58,2125.32,13.5,8.3,vie
7-5-16,12,14,26,32580,33522,66102,154,13,1,168,42582,2836,1193,46611,6695,305,7000,4665384,100191,4765575,2332.5,48652.16,50984.66,2124.36,13.6,5.7,sáb
8-5-16,-1,-4,-5,32579,33518,66097,20,3,1,24,42602,2839,1194,46635,3054,48,3102,4668438,100239,4768677,1043.43,49881.43,50924.86,2121.87,11,14.8,dom
9-5-16,-10,-36,-46,32569,33482,66051,18,2,1,21,42620,2841,1195,46656,5317,34,5351,4673755,100273,4774028,1527.22,48991.55,50518.77,2104.95,11.1,7.6,lun
10-5-16,-22,-18,-40,32547,33464,66011,12,0,0,12,42632,2841,1195,46668,5697,40,5737,4679452,100313,4779765,1657.62,48711.11,50368.73,2098.7,12.6,6.6,mar
